windchill,datetime,conditions,events,precip,gustspeed,windspeed,winddir,visibility,pressure,humidity,dewpoint,heatindex,temp,time,date
,2006-01-01T01:00:00Z,,,-,,9.2,wsw,9,29.87,56,40,,51,1:00 AM,01-01-2006
,2006-01-01T00:30:00Z,scattered clouds,,n/a,,11.5,west,6.2,29.86,67,42.8,,53.6,12:30 AM,01-01-2006
,2006-01-01T00:00:00Z,scattered clouds,,n/a,,9.2,wsw,6.2,29.89,67,42.8,,53.6,12:00 AM,01-01-2006
,2006-01-02T01:00:00Z,,,-,,20.7,nw,19,29.97,44,32,,47,1:00 AM,02-01-2006
,2006-01-02T00:30:00Z,clear,,n/a,,20.7,nw,,29.95,58,35.6,,50,12:30 AM,02-01-2006
,2006-01-02T00:00:00Z,clear,,n/a,,24.2,nnw,,29.95,58,35.6,,50,12:00 AM,02-01-2006
,2006-01-03T01:00:00Z,,,-,,10.4,nnw,19,30.1,25,23,,47,1:00 AM,03-01-2006
,2006-01-03T00:30:00Z,clear,,n/a,,10.4,nnw,,30.09,43,28.4,,50,12:30 AM,03-01-2006
,2006-01-03T00:00:00Z,clear,,n/a,,11.5,nnw,,30.09,38,26.6,,51.8,12:00 AM,03-01-2006
,2006-01-04T01:00:00Z,scattered clouds,,-,,10.4,north,9,30.21,53,29,,40,1:00 AM,04-01-2006
,2006-01-04T00:30:00Z,partly cloudy,,n/a,,10.4,north,6.2,30.18,66,33.8,,44.6,12:30 AM,04-01-2006
,2006-01-04T00:00:00Z,partly cloudy,,n/a,,10.4,north,6.2,30.18,66,33.8,,44.6,12:00 AM,04-01-2006
,2006-01-05T01:00:00Z,scattered clouds,,-,,10.4,north,7,30.04,62,31,,39,1:00 AM,05-01-2006
,2006-01-05T00:30:00Z,scattered clouds,,n/a,,6.9,nnw,6.2,30.04,76,35.6,,42.8,12:30 AM,05-01-2006
,2006-01-05T00:00:00Z,scattered clouds,,n/a,,8.1,nnw,6.2,30.04,76,35.6,,42.8,12:00 AM,05-01-2006
,2006-01-06T01:00:00Z,mist,,-,,8.1,north,2,29.89,79,34,,38,1:00 AM,06-01-2006
,2006-01-06T00:30:00Z,mostly cloudy,,n/a,,6.9,north,3.1,29.89,93,39.2,,41,12:30 AM,06-01-2006
,2006-01-06T00:00:00Z,mostly cloudy,,n/a,,9.2,north,3.7,29.89,87,37.4,,41,12:00 AM,06-01-2006
,2006-01-07T01:00:00Z,mist,,-,,10.4,north,4,29.97,79,43,,47,1:00 AM,07-01-2006
,2006-01-07T00:30:00Z,mostly cloudy,,n/a,,10.4,north,4.3,29.95,87,46.4,,50,12:30 AM,07-01-2006
,2006-01-07T00:00:00Z,mostly cloudy,,n/a,,9.2,north,3.7,29.95,87,46.4,,50,12:00 AM,07-01-2006
,2006-01-08T01:00:00Z,light drizzle,rain,-,,13.8,east,8,30.05,58,43,,53,1:00 AM,08-01-2006
,2006-01-08T00:30:00Z,light rain,rain,n/a,,13.8,ese,5.6,30.04,77,48.2,,55.4,12:30 AM,08-01-2006
,2006-01-08T00:00:00Z,light rain,rain,n/a,,6.9,sse,5.6,30.04,88,50,,53.6,12:00 AM,08-01-2006
,2006-01-09T01:00:00Z,partly cloudy,,-,,10.4,north,6,30.26,75,43,,48,1:00 AM,09-01-2006
,2006-01-09T00:30:00Z,mostly cloudy,,n/a,,6.9,north,6.2,30.24,82,46.4,,51.8,12:30 AM,09-01-2006
,2006-01-09T00:00:00Z,mostly cloudy,,n/a,,8.1,north,6.2,30.24,82,46.4,,51.8,12:00 AM,09-01-2006
,2006-01-10T01:00:00Z,scattered clouds,,-,,5.8,nnw,7,30.31,80,44,,48,1:00 AM,10-01-2006
,2006-01-10T00:30:00Z,mostly cloudy,,n/a,,5.8,nw,6.2,30.3,88,48.2,,51.8,12:30 AM,10-01-2006
,2006-01-10T00:00:00Z,mostly cloudy,,n/a,,4.6,north,6.2,30.3,82,46.4,,51.8,12:00 AM,10-01-2006
,2006-01-11T01:00:00Z,mist,,-,,5.8,nnw,6,30.42,76,42,,47,1:00 AM,11-01-2006
,2006-01-11T00:30:00Z,mostly cloudy,,n/a,,5.8,nnw,6.2,30.42,87,46.4,,50,12:30 AM,11-01-2006
,2006-01-12T01:00:00Z,,,-,,12.7,north,6,30.45,75,34,,39,1:00 AM,12-01-2006
,2006-01-12T00:30:00Z,clear,,n/a,,11.5,nnw,,30.42,81,37.4,,42.8,12:30 AM,12-01-2006
,2006-01-12T00:00:00Z,clear,,n/a,,12.7,north,,30.42,87,39.2,,42.8,12:00 AM,12-01-2006
,2006-01-13T01:00:00Z,mist,,-,,9.2,north,4,30.36,77,36,,41,1:00 AM,13-01-2006
,2006-01-13T00:30:00Z,scattered clouds,,n/a,,9.2,nnw,3.7,30.36,87,41,,44.6,12:30 AM,13-01-2006
,2006-01-13T00:00:00Z,partly cloudy,,n/a,,9.2,north,3.7,30.36,87,41,,44.6,12:00 AM,13-01-2006
,2006-01-14T01:00:00Z,scattered clouds,,-,,11.5,north,6,30.35,73,33,,39,1:00 AM,14-01-2006
,2006-01-14T00:30:00Z,partly cloudy,,n/a,,8.1,nnw,6.2,30.33,81,37.4,,42.8,12:30 AM,14-01-2006
,2006-01-14T00:00:00Z,partly cloudy,,n/a,,6.9,nnw,6.2,30.33,81,37.4,,42.8,12:00 AM,14-01-2006
,2006-01-15T01:00:00Z,mist,,-,,9.2,north,5,30.27,75,35,,40,1:00 AM,15-01-2006
,2006-01-15T00:30:00Z,partly cloudy,,n/a,,8.1,nnw,5.6,30.27,81,39.2,,44.6,12:30 AM,15-01-2006
,2006-01-15T00:00:00Z,partly cloudy,,n/a,,6.9,nnw,5,30.27,81,39.2,,44.6,12:00 AM,15-01-2006
,2006-01-16T01:00:00Z,rain,rain,-,,6.9,north,1,30.12,89,41,,43,1:00 AM,16-01-2006
,2006-01-16T00:30:00Z,rain,rain,n/a,,8.1,nnw,1.6,30.12,93,44.6,,46.4,12:30 AM,16-01-2006
,2006-01-16T00:00:00Z,rain,rain,n/a,,3.5,north,1.6,30.12,93,44.6,,46.4,12:00 AM,16-01-2006
,2006-01-17T01:00:00Z,mist,,-,,10.4,north,4,30.16,81,42,,46,1:00 AM,17-01-2006
,2006-01-17T00:30:00Z,mostly cloudy,,n/a,,9.2,north,4.3,30.15,93,46.4,,48.2,12:30 AM,17-01-2006
,2006-01-17T00:00:00Z,mostly cloudy,,n/a,,8.1,north,4.3,30.15,93,46.4,,48.2,12:00 AM,17-01-2006
,2006-01-18T01:00:00Z,scattered clouds,,-,,12.7,wsw,8,30.06,69,44,,51,1:00 AM,18-01-2006
,2006-01-18T00:30:00Z,mostly cloudy,,n/a,,13.8,wsw,5.6,30.06,82,48.2,,53.6,12:30 AM,18-01-2006
,2006-01-18T00:00:00Z,mostly cloudy,,n/a,,15,wsw,5.6,30.06,82,48.2,,53.6,12:00 AM,18-01-2006
,2006-01-19T01:00:00Z,mist,,-,,6.9,north,5,30.06,76,40,,45,1:00 AM,19-01-2006
,2006-01-19T00:30:00Z,clear,,n/a,,8.1,north,5,30.04,87,44.6,,48.2,12:30 AM,19-01-2006
,2006-01-19T00:00:00Z,partly cloudy,,n/a,,6.9,north,3.7,30.06,82,44.6,,50,12:00 AM,19-01-2006
,2006-01-20T07:00:00Z,mist,,-,,13.8,north,4,30.29,74,36,,42,7:00 AM,20-01-2006
,2006-01-20T06:30:00Z,mostly cloudy,,n/a,,10.4,nnw,5.6,30.27,87,41,,44.6,6:30 AM,20-01-2006
,2006-01-20T06:00:00Z,partly cloudy,,n/a,,12.7,nnw,5.6,30.27,87,41,,44.6,6:00 AM,20-01-2006
,2006-01-20T05:30:00Z,clear,,n/a,,10.4,nnw,4.3,30.27,87,41,,44.6,5:30 AM,20-01-2006
,2006-01-20T05:00:00Z,clear,,n/a,,11.5,nnw,4.3,30.27,87,41,,44.6,5:00 AM,20-01-2006
,2006-01-20T04:30:00Z,clear,,n/a,,11.5,nnw,4.3,30.24,87,41,,44.6,4:30 AM,20-01-2006
,2006-01-20T04:00:00Z,clear,,n/a,,9.2,nnw,4.3,30.24,87,42.8,,46.4,4:00 AM,20-01-2006
,2006-01-20T03:30:00Z,clear,,n/a,,10.4,nnw,4.3,30.24,87,42.8,,46.4,3:30 AM,20-01-2006
,2006-01-20T03:00:00Z,clear,,n/a,,8.1,nnw,4.3,30.24,87,42.8,,46.4,3:00 AM,20-01-2006
,2006-01-20T02:30:00Z,clear,,n/a,,10.4,nnw,4.3,30.24,87,42.8,,46.4,2:30 AM,20-01-2006
,2006-01-20T02:00:00Z,clear,,n/a,,10.4,nnw,4.3,30.24,82,42.8,,48.2,2:00 AM,20-01-2006
,2006-01-20T01:30:00Z,clear,,n/a,,9.2,nnw,4.3,30.24,82,42.8,,48.2,1:30 AM,20-01-2006
,2006-01-20T01:00:00Z,clear,,n/a,,6.9,nnw,4.3,30.24,87,44.6,,48.2,1:00 AM,20-01-2006
,2006-01-20T00:30:00Z,clear,,n/a,,5.8,north,4.3,30.24,87,44.6,,48.2,12:30 AM,20-01-2006
,2006-01-20T00:00:00Z,clear,,n/a,,4.6,north,4.3,30.24,82,44.6,,50,12:00 AM,20-01-2006
,2006-01-21T01:00:00Z,mist,,-,,8.1,nnw,5,30.31,81,43,,47,1:00 AM,21-01-2006
,2006-01-21T00:30:00Z,scattered clouds,,n/a,,6.9,nnw,4.3,30.3,87,46.4,,50,12:30 AM,21-01-2006
,2006-01-21T00:00:00Z,scattered clouds,,n/a,,6.9,nnw,4.3,30.3,93,46.4,,48.2,12:00 AM,21-01-2006
,2006-01-22T01:00:00Z,mist,,-,,10.4,nnw,4,30.22,68,38,,45,1:00 AM,22-01-2006
,2006-01-22T00:30:00Z,clear,,n/a,,8.1,nw,3.7,30.21,82,42.8,,48.2,12:30 AM,22-01-2006
,2006-01-22T00:00:00Z,clear,,n/a,,6.9,nw,3.7,30.21,82,42.8,,48.2,12:00 AM,22-01-2006
,2006-01-23T01:00:00Z,mist,,-,,6.9,nnw,4,30.33,72,36,,42,1:00 AM,23-01-2006
,2006-01-23T00:30:00Z,clear,,n/a,,6.9,nnw,3.7,30.33,87,41,,44.6,12:30 AM,23-01-2006
,2006-01-23T00:00:00Z,clear,,n/a,,5.8,nw,4.3,30.33,81,41,,46.4,12:00 AM,23-01-2006
,2006-01-24T01:00:00Z,,,-,,11.5,north,7,30.37,66,33,,40,1:00 AM,24-01-2006
,2006-01-24T00:30:00Z,clear,,n/a,,11.5,north,,30.36,76,37.4,,44.6,12:30 AM,24-01-2006
,2006-01-24T00:00:00Z,partly cloudy,,n/a,,10.4,north,6.2,30.36,81,37.4,,42.8,12:00 AM,24-01-2006
,2006-01-25T01:00:00Z,mist,,-,,11.5,north,4,30.37,75,34,,39,1:00 AM,25-01-2006
,2006-01-25T00:30:00Z,scattered clouds,,n/a,,6.9,nnw,4.3,30.36,87,39.2,,42.8,12:30 AM,25-01-2006
,2006-01-25T00:00:00Z,mostly cloudy,,n/a,,6.9,nnw,5.6,30.36,87,39.2,,42.8,12:00 AM,25-01-2006
,2006-01-26T01:00:00Z,mostly cloudy,,-,,8.1,north,6,30.04,66,30,,37,1:00 AM,26-01-2006
,2006-01-26T00:30:00Z,scattered clouds,,n/a,,6.9,north,6.2,30.04,76,33.8,,41,12:30 AM,26-01-2006
,2006-01-26T00:00:00Z,scattered clouds,,n/a,,6.9,north,6.2,30.04,76,33.8,,41,12:00 AM,26-01-2006
,2006-01-27T23:30:00Z,rain,rain,n/a,,13.8,nnw,2.5,29.83,93,35.6,,37.4,11:30 PM,27-01-2006
,2006-01-27T23:00:00Z,rain,rain,n/a,,15,nnw,2.5,29.83,93,35.6,,37.4,11:00 PM,27-01-2006
,2006-01-27T22:30:00Z,rain,rain,n/a,,15,nnw,3.1,29.83,87,35.6,,39.2,10:30 PM,27-01-2006
,2006-01-27T22:00:00Z,light rain,rain,n/a,,16.1,nnw,3.7,29.86,87,35.6,,39.2,10:00 PM,27-01-2006
,2006-01-27T21:30:00Z,light rain,rain,n/a,,15,nnw,3.7,29.83,87,35.6,,39.2,9:30 PM,27-01-2006
,2006-01-27T21:00:00Z,rain,rain,n/a,,13.8,nnw,3.7,29.86,93,37.4,,39.2,9:00 PM,27-01-2006
,2006-01-27T20:30:00Z,rain,rain,n/a,,12.7,nnw,3.7,29.86,93,37.4,,39.2,8:30 PM,27-01-2006
,2006-01-27T20:00:00Z,rain,rain,n/a,,12.7,north,4.3,29.86,87,37.4,,41,8:00 PM,27-01-2006
,2006-01-27T19:30:00Z,rain,rain,n/a,,12.7,nnw,4.3,29.86,87,37.4,,41,7:30 PM,27-01-2006
,2006-01-27T19:00:00Z,drizzle,,n/a,,12.7,nnw,4.3,29.86,87,37.4,,41,7:00 PM,27-01-2006
,2006-01-27T18:30:00Z,overcast,,n/a,,11.5,north,4.3,29.86,87,37.4,,41,6:30 PM,27-01-2006
,2006-01-27T18:00:00Z,overcast,,n/a,,12.7,nnw,4.3,29.86,87,37.4,,41,6:00 PM,27-01-2006
,2006-01-27T17:30:00Z,overcast,,n/a,,12.7,north,4.3,29.83,87,37.4,,41,5:30 PM,27-01-2006
,2006-01-27T17:00:00Z,overcast,,n/a,,11.5,nnw,4.3,29.86,87,37.4,,41,5:00 PM,27-01-2006
,2006-01-27T16:30:00Z,overcast,,n/a,,11.5,north,4.3,29.86,87,37.4,,41,4:30 PM,27-01-2006
,2006-01-27T16:00:00Z,drizzle,,n/a,,12.7,north,4.3,29.86,87,37.4,,41,4:00 PM,27-01-2006
,2006-01-27T15:30:00Z,drizzle,,n/a,24.2,12.7,north,3.1,29.86,87,37.4,,41,3:30 PM,27-01-2006
,2006-01-27T14:30:00Z,rain,rain,n/a,,12.7,north,2.5,29.86,87,37.4,,41,2:30 PM,27-01-2006
,2006-01-27T14:00:00Z,rain,rain,n/a,,12.7,north,3.1,29.86,87,37.4,,41,2:00 PM,27-01-2006
,2006-01-27T13:30:00Z,drizzle,,n/a,,12.7,north,5.6,29.89,81,35.6,,41,1:30 PM,27-01-2006
,2006-01-27T13:00:00Z,rain,rain,n/a,,11.5,nne,5,29.89,81,35.6,,41,1:00 PM,27-01-2006
,2006-01-27T12:30:00Z,rain,rain,n/a,,12.7,north,5,29.92,81,35.6,,41,12:30 PM,27-01-2006
,2006-01-27T12:00:00Z,drizzle,,n/a,,11.5,north,5,29.92,81,35.6,,41,12:00 PM,27-01-2006
,2006-01-27T11:30:00Z,drizzle,,n/a,,10.4,north,3.1,29.92,87,37.4,,41,11:30 AM,27-01-2006
,2006-01-27T11:00:00Z,drizzle,,n/a,,9.2,north,3.1,29.92,87,37.4,,41,11:00 AM,27-01-2006
,2006-01-27T10:30:00Z,drizzle,,n/a,,10.4,north,3.1,29.89,87,37.4,,41,10:30 AM,27-01-2006
,2006-01-27T10:00:00Z,drizzle,,n/a,,9.2,north,5,29.89,81,35.6,,41,10:00 AM,27-01-2006
,2006-01-27T09:30:00Z,drizzle,,n/a,,9.2,north,6.2,29.89,76,35.6,,42.8,9:30 AM,27-01-2006
,2006-01-27T09:00:00Z,overcast,,n/a,,10.4,north,6.2,29.89,76,33.8,,41,9:00 AM,27-01-2006
,2006-01-27T08:30:00Z,overcast,,n/a,,11.5,nnw,6.2,29.86,81,35.6,,41,8:30 AM,27-01-2006
,2006-01-27T08:00:00Z,overcast,,n/a,,13.8,nnw,6.2,29.86,81,35.6,,41,8:00 AM,27-01-2006
,2006-01-27T07:30:00Z,mostly cloudy,,n/a,,12.7,nnw,6.2,29.86,81,35.6,,41,7:30 AM,27-01-2006
,2006-01-27T07:00:00Z,mostly cloudy,,n/a,,11.5,nnw,6.2,29.86,81,35.6,,41,7:00 AM,27-01-2006
,2006-01-27T06:30:00Z,mostly cloudy,,n/a,,6.9,north,6.2,29.86,81,35.6,,41,6:30 AM,27-01-2006
,2006-01-27T06:00:00Z,mostly cloudy,,n/a,,6.9,north,6.2,29.86,81,35.6,,41,6:00 AM,27-01-2006
,2006-01-27T05:30:00Z,mostly cloudy,,n/a,,6.9,north,6.2,29.86,81,35.6,,41,5:30 AM,27-01-2006
,2006-01-27T05:00:00Z,mostly cloudy,,n/a,,8.1,nne,6.2,29.86,81,35.6,,41,5:00 AM,27-01-2006
,2006-01-27T04:30:00Z,mostly cloudy,,n/a,,11.5,nne,6.2,29.86,87,37.4,,41,4:30 AM,27-01-2006
,2006-01-27T04:00:00Z,mostly cloudy,,n/a,,9.2,ne,6.2,29.86,87,37.4,,41,4:00 AM,27-01-2006
,2006-01-27T03:30:00Z,mostly cloudy,,n/a,,13.8,ene,6.2,29.86,93,39.2,,41,3:30 AM,27-01-2006
,2006-01-27T03:00:00Z,mostly cloudy,,n/a,,13.8,ne,6.2,29.86,81,37.4,,42.8,3:00 AM,27-01-2006
,2006-01-27T02:30:00Z,mostly cloudy,,n/a,,13.8,ne,6.2,29.86,81,39.2,,44.6,2:30 AM,27-01-2006
,2006-01-27T02:00:00Z,mostly cloudy,,n/a,,6.9,north,6.2,29.86,76,37.4,,44.6,2:00 AM,27-01-2006
,2006-01-27T01:30:00Z,mostly cloudy,,n/a,,6.9,north,6.2,29.86,66,35.6,,46.4,1:30 AM,27-01-2006
,2006-01-27T01:00:00Z,mostly cloudy,,n/a,,6.9,nnw,6.2,29.86,71,35.6,,44.6,1:00 AM,27-01-2006
,2006-01-27T00:30:00Z,mostly cloudy,,n/a,,8.1,north,6.2,29.86,71,35.6,,44.6,12:30 AM,27-01-2006
,2006-01-27T00:00:00Z,mostly cloudy,,n/a,,5.8,north,6.2,29.86,66,35.6,,46.4,12:00 AM,27-01-2006
,2006-01-28T01:00:00Z,rain,rain,-,,13.8,nnw,2,29.83,86,31,,34,1:00 AM,28-01-2006
,2006-01-28T00:30:00Z,rain,rain,n/a,,15,nnw,2.5,29.83,93,35.6,,37.4,12:30 AM,28-01-2006
,2006-01-28T00:00:00Z,rain,rain,n/a,,15,nnw,2.5,29.83,93,35.6,,37.4,12:00 AM,28-01-2006
,2006-01-29T01:00:00Z,drizzle,rain,-,,18.4,nnw,3,29.83,83,32,,35,1:00 AM,29-01-2006
,2006-01-29T00:30:00Z,overcast,,n/a,,15,nnw,2.5,29.8,93,35.6,,37.4,12:30 AM,29-01-2006
,2006-01-30T01:00:00Z,mist,,-,,16.1,north,4,29.99,75,35,,40,1:00 AM,30-01-2006
,2006-01-30T00:30:00Z,mostly cloudy,,n/a,,10.4,nw,4.3,29.98,87,39.2,,42.8,12:30 AM,30-01-2006
,2006-01-30T00:00:00Z,mostly cloudy,,n/a,,11.5,nw,4.3,29.98,87,39.2,,42.8,12:00 AM,30-01-2006
,2006-01-31T01:00:00Z,partly cloudy,,-,,8.1,north,16,29.96,61,42,,51,1:00 AM,31-01-2006
,2006-01-31T00:30:00Z,mostly cloudy,,n/a,,8.1,north,6.2,29.95,72,44.6,,53.6,12:30 AM,31-01-2006
,2006-01-31T00:00:00Z,mostly cloudy,,n/a,,13.8,nne,6.2,29.95,67,44.6,,55.4,12:00 AM,31-01-2006
,2006-02-01T01:00:00Z,,,-,,13.8,north,11,30.14,56,36,,47,1:00 AM,01-02-2006
,2006-02-01T00:30:00Z,clear,,n/a,,11.5,nnw,,30.12,66,39.2,,50,12:30 AM,01-02-2006
,2006-02-01T00:00:00Z,clear,,n/a,,16.1,nnw,,30.12,62,39.2,,51.8,12:00 AM,01-02-2006
,2006-02-02T01:00:00Z,mist,,-,,12.7,nnw,4,30.11,67,35,,42,1:00 AM,02-02-2006
,2006-02-02T00:30:00Z,partly cloudy,,n/a,,12.7,nnw,6.2,30.09,76,39.2,,46.4,12:30 AM,02-02-2006
,2006-02-02T00:00:00Z,partly cloudy,,n/a,,13.8,nnw,5.6,30.09,76,39.2,,46.4,12:00 AM,02-02-2006
,2006-02-03T01:00:00Z,,,-,,9.2,nnw,7,29.97,57,34,,44,1:00 AM,03-02-2006
,2006-02-03T00:30:00Z,clear,,n/a,,9.2,nnw,,29.98,66,37.4,,48.2,12:30 AM,03-02-2006
,2006-02-03T00:00:00Z,clear,,n/a,,3.5,north,5.6,29.98,81,41,,46.4,12:00 AM,03-02-2006
,2006-02-04T19:00:00Z,mist,,-,,12.7,nnw,5,30.04,55,33,,44,7:00 PM,04-02-2006
,2006-02-04T13:00:00Z,mist,,-,,15,nnw,3,30,53,35,,47,1:00 PM,04-02-2006
,2006-02-04T07:00:00Z,mist,,-,,10.4,north,3,29.96,67,37,,44,7:00 AM,04-02-2006
,2006-02-04T01:00:00Z,mist,,-,,10.4,ene,2,29.96,77,43,,48,1:00 AM,04-02-2006
,2006-02-05T01:00:00Z,mist,,-,,5.8,nnw,4,30.1,66,32,,39,1:00 AM,05-02-2006
,2006-02-05T00:00:00Z,scattered clouds,,n/a,,6.9,wnw,3.7,30.06,76,35.6,,42.8,12:00 AM,05-02-2006
,2006-02-06T01:00:00Z,mist,,-,,15,nnw,5,30.25,64,28,,36,1:00 AM,06-02-2006
,2006-02-06T00:30:00Z,clear,,n/a,,11.5,nw,5,30.21,75,32,,39.2,12:30 AM,06-02-2006
,2006-02-06T00:00:00Z,clear,,n/a,,13.8,nnw,5,30.21,70,32,,41,12:00 AM,06-02-2006
,2006-02-07T01:00:00Z,mist,,-,,9.2,nnw,4,30.32,56,31,,41,1:00 AM,07-02-2006
,2006-02-07T00:30:00Z,partly cloudy,,n/a,,9.2,nnw,4.3,30.3,71,35.6,,44.6,12:30 AM,07-02-2006
,2006-02-07T00:00:00Z,scattered clouds,,n/a,,9.2,north,5,30.3,62,33.8,,46.4,12:00 AM,07-02-2006
,2006-02-08T01:00:00Z,mist,,-,,9.2,north,4,30.15,59,31,,40,1:00 AM,08-02-2006
,2006-02-08T00:30:00Z,clear,,n/a,,8.1,north,3.7,30.12,66,33.8,,44.6,12:30 AM,08-02-2006
,2006-02-08T00:00:00Z,clear,,n/a,,9.2,north,3.7,30.12,71,35.6,,44.6,12:00 AM,08-02-2006
,2006-02-09T01:00:00Z,mist,,-,,5.8,north,3,30.01,74,39,,45,1:00 AM,09-02-2006
,2006-02-09T00:30:00Z,mostly cloudy,,n/a,,8.1,north,2.5,30.01,87,42.8,,46.4,12:30 AM,09-02-2006
,2006-02-09T00:00:00Z,scattered clouds,,n/a,,10.4,nnw,2.5,30.01,87,42.8,,46.4,12:00 AM,09-02-2006
,2006-02-10T01:00:00Z,mist,,-,,4.6,nne,4,30.03,72,37,,43,1:00 AM,10-02-2006
,2006-02-10T00:30:00Z,scattered clouds,,n/a,,5.8,north,3.7,30.01,81,41,,46.4,12:30 AM,10-02-2006
,2006-02-10T00:00:00Z,scattered clouds,,n/a,,5.8,nnw,3.7,30.01,87,41,,44.6,12:00 AM,10-02-2006
,2006-02-11T01:00:00Z,mist,,-,,10.4,north,4,30.12,80,37,,41,1:00 AM,11-02-2006
,2006-02-11T00:30:00Z,scattered clouds,,n/a,,8.1,north,4.3,30.09,87,41,,44.6,12:30 AM,11-02-2006
,2006-02-11T00:00:00Z,scattered clouds,,n/a,,10.4,north,4.3,30.09,87,41,,44.6,12:00 AM,11-02-2006
,2006-02-12T19:00:00Z,scattered clouds,,-,,8.1,sw,10,30.24,58,39,,49,7:00 PM,12-02-2006
,2006-02-12T13:00:00Z,scattered clouds,,-,,5.8,sse,9,30.3,43,35,,51,1:00 PM,12-02-2006
,2006-02-12T07:00:00Z,mist,,-,,5.8,nnw,5,30.27,69,37,,44,7:00 AM,12-02-2006
,2006-02-12T01:00:00Z,mostly cloudy,,-,,8.1,north,6,30.26,66,36,,44,1:00 AM,12-02-2006
,2006-02-13T01:00:00Z,scattered clouds,,-,,1.2,ne,7,30.22,66,38,,46,1:00 AM,13-02-2006
,2006-02-13T00:30:00Z,mostly cloudy,,n/a,,2.3,variable,6.2,30.21,82,42.8,,48.2,12:30 AM,13-02-2006
,2006-02-13T00:00:00Z,mostly cloudy,,n/a,,3.5,nnw,6.2,30.21,76,42.8,,50,12:00 AM,13-02-2006
,2006-02-14T01:00:00Z,mist,,-,,6.9,north,4,30.23,70,40,,47,1:00 AM,14-02-2006
,2006-02-14T00:30:00Z,scattered clouds,,n/a,,4.6,nw,3.7,30.21,82,44.6,,50,12:30 AM,14-02-2006
,2006-02-14T00:00:00Z,scattered clouds,,n/a,,4.6,nnw,3.7,30.21,82,44.6,,50,12:00 AM,14-02-2006
,2006-02-15T01:00:00Z,mist,,-,,3.5,nnw,2,30.24,78,40,,45,1:00 AM,15-02-2006
,2006-02-15T00:30:00Z,mist,,n/a,,4.6,north,3.1,30.21,82,44.6,,50,12:30 AM,15-02-2006
,2006-02-15T00:00:00Z,mist,,n/a,,2.3,variable,3.1,30.21,82,46.4,,51.8,12:00 AM,15-02-2006
,2006-02-16T01:00:00Z,mist,,-,,11.5,ssw,2,29.91,84,48,,51,1:00 AM,16-02-2006
,2006-02-16T00:30:00Z,mostly cloudy,,n/a,,12.7,sw,1.9,29.92,94,51.8,,53.6,12:30 AM,16-02-2006
,2006-02-16T00:00:00Z,mostly cloudy,,n/a,,13.8,sw,1.9,29.92,94,51.8,,53.6,12:00 AM,16-02-2006
,2006-02-17T01:00:00Z,scattered clouds,,-,,12.7,west,16,29.74,29,36,,59,1:00 AM,17-02-2006
,2006-02-17T00:30:00Z,partly cloudy,,n/a,,15,west,6.2,29.71,42,39.2,,62.6,12:30 AM,17-02-2006
,2006-02-17T00:00:00Z,partly cloudy,,n/a,,9.2,wsw,6.2,29.71,55,42.8,,59,12:00 AM,17-02-2006
,2006-02-18T01:00:00Z,,,-,,11.5,sw,7,29.81,77,46,,51,1:00 AM,18-02-2006
,2006-02-18T00:00:00Z,clear,,n/a,,10.4,wsw,,29.8,82,48.2,,53.6,12:00 AM,18-02-2006
,2006-02-19T01:00:00Z,scattered clouds,,-,,,calm,12,29.74,58,39,,49,1:00 AM,19-02-2006
,2006-02-19T00:30:00Z,scattered clouds,,n/a,,3.5,nw,6.2,29.74,67,41,,51.8,12:30 AM,19-02-2006
,2006-02-19T00:00:00Z,scattered clouds,,n/a,,5.8,nnw,6.2,29.74,71,42.8,,51.8,12:00 AM,19-02-2006
,2006-02-20T01:00:00Z,scattered clouds,,-,,15,wsw,16,29.72,30,29,,51,1:00 AM,20-02-2006
,2006-02-20T00:30:00Z,mostly cloudy,,n/a,,13.8,wsw,6.2,29.71,44,32,,53.6,12:30 AM,20-02-2006
,2006-02-20T00:00:00Z,mostly cloudy,,n/a,,12.7,wsw,6.2,29.71,44,32,,53.6,12:00 AM,20-02-2006
,2006-02-21T01:00:00Z,scattered clouds,,-,,1.2,north,12,29.75,51,34,,46,1:00 AM,21-02-2006
,2006-02-21T00:30:00Z,partly cloudy,,n/a,,2.3,variable,6.2,29.74,66,39.2,,50,12:30 AM,21-02-2006
,2006-02-21T00:00:00Z,partly cloudy,,n/a,,5.8,nw,6.2,29.74,66,39.2,,50,12:00 AM,21-02-2006
,2006-02-22T01:00:00Z,scattered clouds,,-,,8.1,north,6,29.88,79,38,,42,1:00 AM,22-02-2006
,2006-02-22T00:30:00Z,partly cloudy,,n/a,,8.1,north,5.6,29.86,81,41,,46.4,12:30 AM,22-02-2006
,2006-02-22T00:00:00Z,mostly cloudy,,n/a,,6.9,nnw,6.2,29.86,87,42.8,,46.4,12:00 AM,22-02-2006
,2006-02-23T01:00:00Z,partly cloudy,,-,,6.9,north,9,30.01,66,36,,44,1:00 AM,23-02-2006
,2006-02-23T00:30:00Z,scattered clouds,,n/a,,6.9,nnw,6.2,30.01,81,41,,46.4,12:30 AM,23-02-2006
,2006-02-23T00:00:00Z,scattered clouds,,n/a,,8.1,north,6.2,30.01,82,42.8,,48.2,12:00 AM,23-02-2006
,2006-02-24T01:00:00Z,scattered clouds,,-,,6.9,north,6,29.83,55,33,,44,1:00 AM,24-02-2006
